,gen_pi1_from_tau_pt,gen_pi1_from_tau_eta,gen_pi1_from_tau_phi,gen_pi2_from_tau_pt,gen_pi2_from_tau_eta,gen_pi2_from_tau_phi,gen_pi3_from_tau_pt,gen_pi3_from_tau_eta,gen_pi3_from_tau_phi,gen_pi1_from_antitau_pt,gen_pi1_from_antitau_eta,gen_pi1_from_antitau_phi,gen_pi2_from_antitau_pt,gen_pi2_from_antitau_eta,gen_pi2_from_antitau_phi,gen_pi3_from_antitau_pt,gen_pi3_from_antitau_eta,gen_pi3_from_antitau_phi,gen_tau_pt,gen_tau_eta,gen_tau_phi,gen_antitau_pt,gen_antitau_eta,gen_antitau_phi,gen_upsilon_pt,gen_upsilon_eta,gen_upsilon_phi,gen_upsilon_mass
0,0.6403239369392395,-0.4992226362228394,0.6917316913604736,0.5979732275009155,0.006448443979024851,0.9757524132728577,0.7703837156295777,0.41774916648864746,0.5062834620475769,1.959846019744873,1.972265005111694,-2.5251801013946533,0.8818653821945189,1.8222266435623165,-2.2971508502960205,1.0734972953796387,2.1630742549896254,-2.771312713623047,3.8356962203979497,-0.2141918241977691,0.8978345394134523,4.440835952758789,2.0790827274322505,-2.405620574951172,1.917681336402893,2.861255407333381,3.084183931350708,15.0
1,5.15765380859375,-1.0954581499099731,-1.3401318788528442,0.26824742555618286,-0.7348546981811525,-1.1769137382507324,2.999159574508667,-1.1959505081176758,-1.4074167013168335,0.35348364710807806,-0.49278375506401056,2.6080875396728516,0.42675355076789856,0.34320744872093195,2.0895326137542725,0.2735157608985901,-0.5474843382835388,-2.1333799362182617,9.288947105407715,-1.0878905057907104,-1.3686349391937256,1.4094401597976685,-0.4365960061550141,1.917574405670166,7.896832466125488,-1.2636663913726809,-1.3943593502044678,9.45988655090332
2,0.8559097051620482,0.9546662569046019,-0.2850093245506287,5.73185920715332,0.8200319409370421,-0.6146295070648193,0.7099205851554871,0.6890602111816406,-0.6176450252532959,1.1761032342910767,1.1617968082427979,2.474757671356201,0.794583797454834,0.8455393910408022,2.5860342979431152,0.20255844295024872,1.6126362085342414,-2.4432337284088135,8.293365478515625,0.8876019120216369,-0.5427371859550476,2.154761552810669,1.2825983762741087,2.3785672187805176,6.208553791046143,1.4096839427947996,-0.46682715415954595,9.459836006164547
3,2.429617404937744,-0.056471344083547585,3.105978012084961,1.3320587873458862,0.10476387292146683,2.7970757484436035,0.3844126760959626,0.36469361186027527,2.652215003967285,0.14708440005779266,-0.13337542116642,-1.7510122060775757,0.17302174866199493,-1.1166838407516482,-0.24252487719058993,0.45728176832199097,-1.7925230264663696,2.3218376636505127,8.636271476745605,0.0713601186871529,3.0737969875335693,0.7953750491142272,-2.3325421810150164,1.6051427125930786,8.753205299377441,-0.383783370256424,2.9832801818847656,9.460579872131348
4,3.0756397247314458,-0.7959924936294555,1.3070684671401978,0.762913703918457,-0.7865132689476014,1.726516604423523,0.5563978552818298,-1.0300450325012205,1.3591634035110474,0.23138411343097687,2.1525716781616184,-0.9193551540374756,0.9198698401451112,0.761054515838623,-0.812725841999054,0.49601143598556524,0.5961939692497252,-2.2019612789154053,4.928643226623535,-0.917580783367157,1.4879621267318726,1.2275880575180054,1.4081500768661495,-1.354732632637024,3.7728419303894047,-0.6921656727790833,1.3920027017593384,9.459938049316406
5,0.8357697129249572,1.9567625522613528,-2.0005459785461426,2.8828611373901367,2.2271583080291766,-2.228531837463379,1.6439800262451172,2.3150603771209752,-2.428731679916382,2.2572028636932373,0.7085462808609007,3.0469515323638916,3.3440296649932857,0.6111338734626771,2.9854462146759033,0.19677253067493441,0.49849888682365423,2.09027361869812,6.179453372955322,2.208514213562013,-2.1746463775634766,8.505927085876465,0.650935709476471,3.0516908168792725,8.701949119567871,2.0824441909790017,-2.1842691898345947,15.0
6,2.9484498500823975,-1.0984021425247192,3.1347672939300537,4.720639228820801,-0.9098495244979858,3.0673654079437256,0.883102536201477,-0.8939373493194581,3.1290886402130127,1.0399963855743408,-1.5715560913085942,0.37461304664611816,3.520754098892212,-1.2035068273544312,0.2758683860301972,0.38060638308525085,-0.7427090406417847,0.5084232687950133,9.869241714477539,-1.029659867286682,3.131523847579956,5.5038533210754395,-1.2320363521575932,0.3684399425983429,2.8872227668762207,-2.6015162467956543,-3.057407855987549,15.000000000000002
7,1.6784002780914307,1.1490279436111455,-0.027777303010225296,1.0749725103378296,0.9485117197036743,0.5072864294052124,1.4183903932571411,0.7965692877769469,0.29959040880203247,1.6014282703399658,0.2816730737686157,2.339700937271118,1.1571956872940063,0.1498232334852218,1.7536476850509644,1.349679946899414,-0.0044649583287537375,2.3803231716156006,4.838879108428955,0.9476359486579896,0.1398499310016632,4.689018726348877,0.1757411509752273,2.089897871017456,5.348001480102539,0.9812802076339721,1.0916777849197388,9.460667610168457
8,1.3187447786331177,1.3755395412445073,-0.9281631112098693,0.7744598388671875,2.071772098541259,-1.0229905843734741,0.12148463726043701,2.340519905090328,0.38633233308792114,2.937632799148559,1.4468492269515996,-2.5413978099823,1.115203619003296,1.5810422897338874,-2.1980090141296387,0.24665416777133944,0.8139155507087709,-2.7796425819396973,4.748335838317871,1.6335576772689815,-0.8590539693832397,7.759361743927002,1.420996904373169,-2.446605682373047,9.028829574584961,1.8093186616897572,-1.8929100036621094,9.460441589355469
9,2.625521183013916,0.5674246549606323,-0.452695369720459,0.6549587845802307,0.29396295547485357,-0.06288212537765503,1.682275652885437,0.5525406002998351,-0.2312615513801575,4.626572608947754,0.8423071503639221,0.9937560558319092,0.944549858570099,0.7869210839271543,0.8486891984939575,1.9262524843215945,0.6985069513320923,0.8174267411231995,6.591076374053955,0.5233829021453856,-0.20543648302555087,9.477581977844238,0.8773736357688904,0.8914713859558105,13.794232368469238,0.8418281078338623,0.4523337483406067,9.460432052612308
10,2.33760142326355,0.5811527967453003,-1.1906342506408691,0.792730212211609,1.1555510759353635,-0.9942348003387452,0.6395975351333618,1.4733744859695435,-1.2911146879196167,7.3018131256103525,-0.04435598105192187,2.7924880981445312,1.555448889732361,-0.01637597009539603,2.6348989009857178,1.2140194177627566,-0.21855443716049194,2.9060511589050293,4.080384254455566,0.8680648803710938,-1.1308528184890747,12.014721870422365,-0.0630947798490525,2.8304648399353027,12.008877754211428,0.2213214039802552,2.8224282264709473,14.999999999999998
11,6.1235265731811515,-1.475145697593689,-1.8295624256134033,0.4757428765296936,-1.6597492694854736,-1.747185468673706,2.2608909606933594,-1.3128648996353154,-1.8837295770645142,0.8335657119750977,0.04115597158670427,-2.7816102504730225,4.969233989715576,-0.20500472187995908,-2.9337265491485596,0.7383930087089539,-0.3189670145511627,2.9995694160461426,9.573341369628906,-1.4216657876968386,-1.8639029264450073,7.945941925048827,-0.23556396365165713,-3.0085113048553467,11.663055419921875,-1.4223093986511235,-2.43597674369812,15.0
12,1.5367391109466555,-0.9794323444366453,-0.04715771228075027,1.0147192478179932,-1.0520750284194944,0.14376650750637057,0.8042662143707277,-1.1778846979141235,-0.1874996572732925,1.0787707567214966,-0.9461781978607177,-1.8835738897323608,0.16416987776756287,-1.0284591913223267,-0.7781097888946534,2.2424068450927734,-1.0608264207839966,-2.097609043121338,3.7519571781158443,-1.061610460281372,0.1439287215471268,6.331879615783691,-1.1120936870574951,-2.0653622150421143,5.084506511688232,-1.6936122179031372,-1.431147813796997,9.460357666015621
13,1.6025800704956055,1.0323802232742305,2.0466482639312744,1.0638139247894287,1.1019978523254395,2.025697708129883,0.7889048457145691,0.3843860924243927,2.053037643432617,1.2312825918197632,-0.3131709694862366,-0.379441887140274,0.30537062883377075,0.2670115828514099,0.40646839141845703,1.9212919473648071,-0.5519134998321533,0.07672582566738129,3.9704012870788574,0.9794700741767884,1.9062817096710205,3.51158595085144,-0.5099426507949829,-0.08585610240697861,4.08544397354126,0.6145755052566528,1.004615068435669,9.460058212280275
14,1.8311123847961426,-0.7232587933540344,1.0410710573196411,0.8805903792381287,-1.2461471557617185,1.2941244840621948,0.9043509364128112,-0.9456384778022768,1.6392712593078613,1.533845901489258,-0.15158523619174952,-1.5709213018417358,0.3851159512996673,-0.40144088864326494,-1.7875760793685913,1.147088646888733,-0.21716791391372678,-2.3166563510894775,3.850001573562622,-1.0127836465835574,1.1537234783172607,4.364352226257324,-0.23245222866535184,-1.7042992115020752,1.2675445079803467,-2.195660829544066,-0.6886746883392334,9.460429191589355
15,0.5618519186973572,-0.005085104145109703,2.8516716957092285,0.2563396394252777,-1.1422189474105835,-2.216627836227417,0.33179333806037903,-0.8768919706344604,-1.7223151922225952,5.691440582275391,-1.005556106567383,-1.1367040872573853,1.3280848264694214,-0.8786908388137816,-1.0829359292984009,4.042688369750977,-0.864202916622162,-1.0662742853164673,1.49313223361969,-0.23466272652149195,-2.9797191619873047,11.702289581298828,-0.9268916845321656,-1.08039391040802,11.309183120727537,-0.9728484153747559,-1.2056885957717896,9.460051536560059
16,1.6253429651260378,1.2150077819824219,-0.03760845214128494,0.6802133321762085,1.6289162635803223,-0.5378935337066652,2.3102777004241943,1.1815948486328123,-0.02782672271132469,1.2270355224609375,0.6312773823738097,-1.5620341300964355,1.4595044851303098,1.085999608039856,-1.4189234972000122,1.591464638710022,0.9083813428878781,-1.2094714641571045,8.431466102600098,1.1936367750167847,-0.08803051710128784,6.064992904663086,0.8028010725975036,-1.3141378164291382,11.934505462646484,1.2011336088180542,-0.5867465138435364,9.460150718688961
17,1.1308326721191406,-0.6569424271583557,0.18639735877513885,2.750295639038086,-0.8690348863601686,-0.10046104341745378,2.7350990772247314,-0.8405811190605165,-0.21790507435798645,2.1007838249206543,-0.32110375165939337,0.11933235079050065,6.030473232269288,-0.2557730674743651,0.27950531244277954,0.7554461359977722,-0.43117386102676397,0.477387398481369,8.557071685791016,-0.877879500389099,-0.037280648946762085,17.340749740600586,-0.2441971302032471,0.27971071004867554,25.610765457153317,-0.48073089122772217,0.1753731817007065,9.460616111755366
18,1.7757421731948855,-1.2746216058731081,2.450798273086548,0.7690847516059874,-1.3246986865997314,3.032480001449585,3.8454802036285396,-1.4827485084533694,2.5745856761932373,0.5945091843605042,-0.7949395775794983,-2.351099729537964,0.40146255493164057,0.2579293847084046,-2.2807250022888184,2.249987840652466,-0.46452894806861883,-2.7824530601501465,9.384925842285156,-1.3842535018920903,2.557861566543579,4.0757036209106445,-0.44058936834335316,-2.771681308746338,12.204925537109375,-1.24387264251709,2.8336825370788574,9.460110664367676
19,1.5997041463851926,1.182773590087891,-0.27600750327110296,1.0178370475769043,1.347647190093994,-0.11377351731061934,0.5816000699996948,1.7014415264129643,-0.7602181434631348,0.6554403305053711,0.010879131034016633,-0.21481376886367798,0.33204227685928345,-0.3399599194526671,0.12605352699756622,0.5044007301330566,-1.1102331876754759,-0.49622964859008795,6.924294471740723,1.2251834869384766,-0.24527175724506378,1.3078129291534424,-0.9772745966911315,-0.06146644055843353,8.213556289672852,0.9702359437942505,-0.2161655426025391,9.459954261779787
20,0.5786497592926025,-0.6285154223442078,1.0399994850158691,0.24227786064147952,-0.4347482025623322,1.0488694906234741,4.46855354309082,-0.3909996151924134,0.711120367050171,1.368809700012207,-1.252760410308838,0.23787285387516025,0.33361890912055975,-0.7506428956985474,0.17677798867225644,2.9383122920989995,-1.2945047616958614,0.02115638367831707,10.780573844909668,-0.35120788216590865,0.8136091232299805,5.091020107269287,-1.222358226776123,0.025012319907546043,14.815817832946776,-0.7276334762573242,0.5673760175704956,9.460537910461422
21,6.652915954589845,-1.2070407867431643,0.05127910524606705,3.630256652832031,-1.1315582990646362,-0.05305354297161102,1.4917776584625244,-1.3424261808395381,-0.06748544424772261,1.004275918006897,-2.3253083229064937,-0.6107912063598633,1.5960988998413088,-2.0950078964233394,-0.38416594266891474,1.4182161092758179,-1.9269555807113639,0.05366576090455056,16.43244171142578,-1.2510231733322146,-0.0031104939989745617,4.963931083679199,-2.1125009059905997,-0.38875928521156305,21.114521026611328,-1.5321313142776494,-0.09165981411933899,9.460074424743652
22,2.0223913192749023,2.0152771472930917,2.2512025833129883,0.6451213955879211,1.9799919128417955,2.7939107418060303,0.5294963717460632,1.9104671478271478,2.5851023197174072,0.3971453905105591,1.6781437397003183,-1.031789779663086,1.1301006078720093,2.4847791194915727,-0.5793218016624451,0.39441305398941046,1.754501819610596,-0.5087789297103882,3.3273856639862056,2.00670862197876,2.5286035537719727,5.6386799812316895,2.19127321243286,-0.767410635948181,2.405949592590332,3.4288084506988623,-0.9817629456520081,9.46021556854248
23,1.7766817808151243,0.05910180509090429,2.5008368492126465,2.0177791118621826,0.06662815064191814,2.3700544834136963,1.0447553396224976,-0.41549918055534363,2.6529757976531982,2.0095036029815674,0.33253943920135504,-2.7242226600646973,1.9684970378875732,0.536008358001709,-2.7638816833496094,2.9283056259155273,0.4247637391090393,-3.0502161979675293,5.13956117630005,-0.06386908888816833,2.4098711013793945,12.869178771972654,0.4316104650497438,-2.9079651832580566,16.3498477935791,0.3245539665222167,3.113779306411743,9.4600715637207
24,0.6601552963256836,1.9916079044342054,1.0804365873336792,4.386909008026123,1.967576861381531,1.460402250289917,0.6710194945335388,1.9797840118408199,1.2319755554199219,6.906257152557373,0.9491642713546753,0.8313937187194824,10.578098297119142,0.9086074233055115,0.8220866918563843,1.3230761289596558,1.0325477123260498,1.003091812133789,7.0985803604125985,1.9072360992431627,1.3450038433074951,24.275867462158203,0.9451078772544861,0.8603813648223877,24.038467407226562,1.2620073556900027,1.1524499654769897,15.0
25,1.5534539222717285,-0.2666163444519043,1.2594108581542969,0.3800111413002014,0.7269418239593505,1.1859644651412964,0.5824095010757446,0.4040013253688813,1.4825546741485596,1.4921143054962158,-1.6465145349502572,0.34281614422798157,1.5464394092559817,-1.4431499242782595,0.16094827651977536,1.3599917888641355,-1.1704032421112063,0.4112209975719452,2.9224734306335454,0.06183670088648796,1.112674355506897,6.227144241333008,-1.5478214025497432,0.3935889005661011,8.64313793182373,-1.2468619346618652,0.6181954145431519,9.459989547729492
26,0.26684167981147766,-0.8646007180213929,0.6519519686698915,0.4253791570663452,-1.008726716041565,0.6727811694145202,0.215415820479393,1.0397051572799683,2.6391708850860596,1.7454738616943362,0.9754260778427123,-2.3256425857543945,1.499988555908203,0.6957392692565918,-2.529616355895996,1.560468792915344,1.145739197731018,-2.397118091583252,1.701163411140442,-0.5450218915939331,0.6881029605865479,6.262268543243408,0.9231442213058471,-2.3054261207580566,4.586589336395264,1.038129210472107,-2.2506825923919678,9.460798263549805
27,0.475036084651947,-1.355256199836731,-3.1328940391540527,1.1709973812103271,-1.6885747909545894,2.3615715503692627,0.319705992937088,-1.1257228851318362,3.0432231426239014,1.702634334564209,-1.4270833730697632,1.2504841089248657,2.727461099624634,-1.1363490819931032,1.2244371175765991,6.796316146850586,-1.290334701538086,1.1596941947937012,2.822730779647827,-1.338199734687805,2.6243653297424316,13.964422225952148,-1.238953351974487,1.1907938718795776,14.620437622070312,-1.3758418560028078,1.3832319974899292,9.460258483886719
28,0.6806676387786864,0.9922592639923097,1.0010203123092651,2.356853485107422,0.7306047677993773,0.7608699798583984,2.113708019256592,0.5106821656227113,0.6108509302139281,0.5691834092140198,1.5567079782485955,1.5983730554580688,2.962485790252686,0.8145200014114381,1.9298571348190308,1.672114372253418,0.7347559928894041,2.2087628841400146,8.51624870300293,0.6904923915863037,0.63753741979599,5.699421405792236,0.8996570706367489,1.9739229679107666,11.294139862060547,0.9373692870140075,1.1505844593048096,9.460447311401367
29,0.9120075702667235,-1.7128673791885374,1.846376657485962,0.9999347329139708,-1.1753222942352297,2.2271127700805664,2.9653306007385254,-1.699071884155273,1.8815381526947021,0.6005743145942688,-0.9013737440109255,-1.9481205940246582,1.6665570735931394,-1.2870572805404665,-1.9200115203857422,0.3310215175151825,-1.2254470586776738,-1.0461816787719727,5.651613235473632,-1.5598618984222408,1.9455323219299316,3.3132758140563965,-1.059673309326172,-1.7614593505859375,3.360965728759766,-2.3270900249481175,2.501953601837158,9.460251808166504
